Name,공지업무채널_슬랙미발송,파츠명,판매상태,담당자,판매상태 변경사유,적용 굿즈명,Goods code,변경일,end time,변경일(인터페이스용),end time(인터페이스용),parts_RECORD_ID (from 파츠명),newest record,판매상태 변경,Autonumber,담당자 이름,파츠 이름,확인 요청 사항,재고소유구분 (from sync_parts),품절 성격,품절 사유,파츠 유형 (from 파츠명),굿즈품절여부
SSU000097,,PT0721-내추럴노트_내지(만년)_화이트+블랙인쇄,판매가능,,정보 최초 입력,내추럴 노트,NTRN,2023.5.30 4:56오후,2025.6.16 10:18오전,2023.5.30,2025.6.15,recSLt7Rs5FX59ukr,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recSLt7Rs5FX59ukr,97,,PT0721-내추럴노트_내지(만년)_화이트+블랙인쇄,,신시어리,,,Product Parts,
SSU000098,,,제품 철수(졸업),김민지,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recL82q0Y11M40VkV,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,98,김민지,,,,,,,
SSU000099,,PT0733-노트북스탠드패드_패드_다크그레이,판매가능,김민지,정보 최초 입력,노트북 스탠드패드,NSTP,2023.5.30 4:56오후,2023.6.19 4:29오후,2023.5.30,2023.6.18,recZIByBQzefhMHlb,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recZIByBQzefhMHlb,99,김민지,PT0733-노트북스탠드패드_패드_다크그레이,,신시어리,,,Product Parts,
SSU000100,,PT0736-에코페이퍼봉투(스탠다드)_웜그레이_300-1,판매가능,,정보 최초 입력,노트북 스탠드패드,NSTP,2023.5.30 4:56오후,,2023.5.30,2026.9.3,reckdbWltOoQm9b9r,reckdbWltOoQm9b9r,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reckdbWltOoQm9b9r,100,,PT0736-에코페이퍼봉투(스탠다드)_웜그레이_300-1,,신시어리,,,Package Parts,
SSU000101,,,판매가능,안다정,정보 최초 입력,,,2023.5.30 4:56오후,2024.10.16 9:31오전,2023.5.30,2024.10.15,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,101,안다정,,,,,,,
SSU000102,,,판매가능,안다정,정보 최초 입력,,,2023.5.30 4:56오후,2024.11.29 11:48오전,2023.5.30,2024.11.28,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,102,안다정,,,,,,,
SSU000103,,PT0761-골지단품박스_그레이_100-4,판매가능,,정보 최초 입력,"뮤지엄 머그, 밀크 에코컵","MMUG, MKEC",2023.5.30 4:56오후,,2023.5.30,2026.9.3,recpH6UEUVP7Z8tSZ,recpH6UEUVP7Z8tSZ,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recpH6UEUVP7Z8tSZ,103,,PT0761-골지단품박스_그레이_100-4,,신시어리,,,Package Parts,
SSU000104,,PT0783-디테일드라이버키트_티타늄그레이,판매가능,,정보 최초 입력,디테일 드라이버 키트,DTDK,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recKSo56guNwne6Hd,recKSo56guNwne6Hd,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recKSo56guNwne6Hd,104,,PT0783-디테일드라이버키트_티타늄그레이,,협력사,,,Product Parts,
SSU000105,,,판매가능,,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recBCymi4OPxGiocz,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,105,,,,,,,,
SSU000106,,PT0788-사파리샤프_옐로우,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recUsEDBDPS3j8qRC,recUsEDBDPS3j8qRC,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recUsEDBDPS3j8qRC,106,,PT0788-사파리샤프_옐로우,,협력사,,,Product Parts,
SSU000107,,PT0789-사파리볼펜_핑크,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 3:48오후,2023.5.30,2025.1.16,reciOpnSCXNAelapJ,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reciOpnSCXNAelapJ,107,,PT0789-사파리볼펜_핑크,,협력사,,,Product Parts,
SSU000108,,PT0790-사파리만년필_매트차콜블랙,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recLnSwsKyVT47Xdr,recLnSwsKyVT47Xdr,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recLnSwsKyVT47Xdr,108,,PT0790-사파리만년필_매트차콜블랙,,협력사,,,Product Parts,
SSU000109,,PT0791-사파리샤프_그린,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec2SUfa8A2PfIr1T,rec2SUfa8A2PfIr1T,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec2SUfa8A2PfIr1T,109,,PT0791-사파리샤프_그린,,협력사,,,Product Parts,
SSU000110,,PT0792-사파리만년필_핑크,제품 철수(졸업),,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recjNxDxEBDZUDhbg,recjNxDxEBDZUDhbg,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recjNxDxEBDZUDhbg,110,,PT0792-사파리만년필_핑크,,협력사,,,Product Parts,
SSU000111,,PT0793-사파리만년필_레드,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec0gh0PJlIOfSZ8t,rec0gh0PJlIOfSZ8t,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0gh0PJlIOfSZ8t,111,,PT0793-사파리만년필_레드,,협력사,,,Product Parts,
SSU000112,,PT0794-사파리샤프_레드,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2023.9.12 3:09오후,2023.5.30,2023.9.11,recfxtfLCRehYZbnE,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recfxtfLCRehYZbnE,112,,PT0794-사파리샤프_레드,,협력사,,,Product Parts,
SSU000113,,PT0795-사파리만년필_옐로우,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recr56TAoo7fMmQ57,recr56TAoo7fMmQ57,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recr56TAoo7fMmQ57,113,,PT0795-사파리만년필_옐로우,,협력사,,,Product Parts,
SSU000114,,PT0796-사파리만년필_샤이니화이트,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recQjlOMErZ7IVbJu,recQjlOMErZ7IVbJu,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recQjlOMErZ7IVbJu,114,,PT0796-사파리만년필_샤이니화이트,,협력사,,,Product Parts,
SSU000115,,PT0797-사파리볼펜_샤이니화이트,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 3:47오후,2023.5.30,2025.1.16,recEDv3OiS3PcW7Tm,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recEDv3OiS3PcW7Tm,115,,PT0797-사파리볼펜_샤이니화이트,,협력사,,,Product Parts,
SSU000116,,PT0798-사파리만년필_샤이니블랙,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec6t6m5m0iMcb7fO,rec6t6m5m0iMcb7fO,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec6t6m5m0iMcb7fO,116,,PT0798-사파리만년필_샤이니블랙,,협력사,,,Product Parts,
SSU000117,,PT0800-사파리샤프_샤이니블랙,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recdPOeTqGMmNxAOL,recdPOeTqGMmNxAOL,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recdPOeTqGMmNxAOL,117,,PT0800-사파리샤프_샤이니블랙,,협력사,,,Product Parts,
SSU000118,,PT0802-사파리샤프_블루,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec6VPjHyahZ5al5P,rec6VPjHyahZ5al5P,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec6VPjHyahZ5al5P,118,,PT0802-사파리샤프_블루,,협력사,,,Product Parts,
SSU000119,,PT0804-사파리볼펜_옐로우,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 3:47오후,2023.5.30,2025.1.16,rec4qnCZTJ4907ohS,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec4qnCZTJ4907ohS,119,,PT0804-사파리볼펜_옐로우,,협력사,,,Product Parts,
SSU000120,,PT0805-사파리볼펜_그린,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 3:46오후,2023.5.30,2025.1.16,recmXwx9eEXtfLYfa,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recmXwx9eEXtfLYfa,120,,PT0805-사파리볼펜_그린,,협력사,,,Product Parts,
SSU000121,,PT0806-사파리볼펜_샤이니블랙,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 3:47오후,2023.5.30,2025.1.16,recIgNYL4S403NEtz,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recIgNYL4S403NEtz,121,,PT0806-사파리볼펜_샤이니블랙,,협력사,,,Product Parts,
SSU000122,,PT0807-사파리볼펜_블루,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 3:46오후,2023.5.30,2025.1.16,recYhgLRWpPHeoAQi,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recYhgLRWpPHeoAQi,122,,PT0807-사파리볼펜_블루,,협력사,,,Product Parts,
SSU000123,,PT0808-사파리볼펜_레드,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 3:46오후,2023.5.30,2025.1.16,recfq2LaCKssAbwU7,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recfq2LaCKssAbwU7,123,,PT0808-사파리볼펜_레드,,협력사,,,Product Parts,
SSU000124,,PT0809-사파리만년필_블루,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recK1CGERlE9JNnSa,recK1CGERlE9JNnSa,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recK1CGERlE9JNnSa,124,,PT0809-사파리만년필_블루,,협력사,,,Product Parts,
SSU000125,,PT0810-사파리만년필_그린,제품 철수(졸업),,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec6TbWwHgdnQQAvE,rec6TbWwHgdnQQAvE,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec6TbWwHgdnQQAvE,125,,PT0810-사파리만년필_그린,,협력사,,,Product Parts,
SSU000126,,PT0811-사파리샤프_핑크,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec5PATA1wRlhAlf5,rec5PATA1wRlhAlf5,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec5PATA1wRlhAlf5,126,,PT0811-사파리샤프_핑크,,협력사,,,Product Parts,
SSU000127,,PT0813-사파리샤프_매트차콜블랙,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recfu4S0sQ68Oo9Rs,recfu4S0sQ68Oo9Rs,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recfu4S0sQ68Oo9Rs,127,,PT0813-사파리샤프_매트차콜블랙,,협력사,,,Product Parts,
SSU000128,,PT0814-사파리볼펜_매트차콜블랙,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,2025.1.17 2:32오후,2023.5.30,2025.1.16,recbXLuf0sCwBIVdg,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recbXLuf0sCwBIVdg,128,,PT0814-사파리볼펜_매트차콜블랙,,신시어리,,,Product Parts,
SSU000129,,PT0815-사파리샤프_샤이니화이트,판매가능,,정보 최초 입력,라미 사파리 펜,LAMY,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recJR2gi5QJq84ue3,recJR2gi5QJq84ue3,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recJR2gi5QJq84ue3,129,,PT0815-사파리샤프_샤이니화이트,,협력사,,,Product Parts,
SSU000130,,PT0816-라운드밤부칫솔(성인용)_브라운,판매가능,,정보 최초 입력,라운드 밤부 칫솔,RBTB,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recyvOv5CpfAOZZiq,recyvOv5CpfAOZZiq,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recyvOv5CpfAOZZiq,130,,PT0816-라운드밤부칫솔(성인용)_브라운,,협력사,,,Product Parts,
SSU000131,,,제품 철수(졸업),,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recgpUgcNyM1c9bfS,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,131,,,,,,,,
SSU000132,,PT0818-라운드밤부칫솔(성인용)_화이트,판매가능,,정보 최초 입력,라운드 밤부 칫솔,RBTB,2023.5.30 4:56오후,2023.7.25 11:08오전,2023.5.30,2023.7.24,recXf46cmRjx3R0u1,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recXf46cmRjx3R0u1,132,,PT0818-라운드밤부칫솔(성인용)_화이트,,협력사,,,Product Parts,
SSU000133,,,제품 철수(졸업),,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,rec70MQDtrNbjMcr7,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,133,,,,,,,,
SSU000134,,PT0820-라운드밤부칫솔(성인용)_챠콜,판매가능,,정보 최초 입력,라운드 밤부 칫솔,RBTB,2023.5.30 4:56오후,2024.2.15 5:34오후,2023.5.30,2024.2.14,recHEZhCqZdbhiazO,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recHEZhCqZdbhiazO,134,,PT0820-라운드밤부칫솔(성인용)_챠콜,,협력사,,,Product Parts,
SSU000135,,,제품 철수(졸업),,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,rec9uual409zstayw,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,135,,,,,,,,
SSU000136,,,제품 철수(졸업),,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recoIhGawCCJeZIuC,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,136,,,,,,,,
SSU000137,,,제품 철수(졸업),,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recn6fX6WMbuNX8TS,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,137,,,,,,,,
SSU000138,,,판매가능,,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recJ2bgctdPJTnwQF,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,138,,,,,,,,
SSU000139,,PT0847-로고스트랩파우치_지퍼,판매가능,안다정,정보 최초 입력,로고스트랩 파우치,LOPU,2023.5.30 4:56오후,,2023.5.30,2026.9.3,reczozd32loQisenc,reczozd32loQisenc,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reczozd32loQisenc,139,안다정,PT0847-로고스트랩파우치_지퍼,,생산,,,Product Parts,
SSU000140,,PT0848-파우치스트랩_블랙,판매가능,안다정,정보 최초 입력,로고스트랩 파우치,LOPU,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec7gmbypPfQ63vnG,rec7gmbypPfQ63vnG,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec7gmbypPfQ63vnG,140,안다정,PT0848-파우치스트랩_블랙,,생산,,,Product Parts,
SSU000141,,PT0853-리유저블캘린더_삼각대_그레이,판매가능,,정보 최초 입력,리유저블 캘린더,RUCD,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recwIGFfV9rxlJ8Zg,recwIGFfV9rxlJ8Zg,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recwIGFfV9rxlJ8Zg,141,,PT0853-리유저블캘린더_삼각대_그레이,,생산,,,Product Parts,
SSU000142,,PT0859-리유저블캘린더_밴드_그레이,판매가능,정승윤,정보 최초 입력,리유저블 캘린더,RUCD,2023.5.30 4:56오후,,2023.5.30,2026.9.3,reckYK2PaYtNFaP26,reckYK2PaYtNFaP26,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reckYK2PaYtNFaP26,142,정승윤,PT0859-리유저블캘린더_밴드_그레이,,신시어리,,,Product Parts,
SSU000143,,PT0864-릴리프눈마사지기_화이트,판매가능,,정보 최초 입력,릴리프 눈마사지기,EMSG,2023.5.30 4:56오후,2024.4.19 11:08오전,2023.5.30,2024.4.18,recuwk9eRx5pkJDK8,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuwk9eRx5pkJDK8,143,,PT0864-릴리프눈마사지기_화이트,,협력사,,,Product Parts,
SSU000144,,,판매가능,,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recnhZQWQE7MuggIc,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,144,,,,,,,,
SSU000145,,PT0874-단품박스(전용)_블랙_000-7,판매가능,,정보 최초 입력,매트블랙 텀블러,MTTB,2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec09KqpVzBN2xy4z,rec09KqpVzBN2xy4z,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec09KqpVzBN2xy4z,145,,PT0874-단품박스(전용)_블랙_000-7,,신시어리,,,Package Parts,
SSU000146,,PT0878-매트블랙텀블러_블랙,판매가능,,정보 최초 입력,매트블랙 텀블러,MTTB,2023.5.30 4:56오후,2026.1.22 4:55오후,2023.5.30,2026.1.21,recRyhJ0229U5Dn9C,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recRyhJ0229U5Dn9C,146,,PT0878-매트블랙텀블러_블랙,,신시어리,,,Product Parts,
SSU000147,,,판매가능,안다정,정보 최초 입력,,,2023.5.30 4:56오후,2024.10.30 2:07오후,2023.5.30,2024.10.29,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,147,안다정,,,,,,,
SSU000148,,,판매가능,김민정,정보 최초 입력,,,2023.5.30 4:56오후,2023.11.23 3:09오후,2023.5.30,2023.11.22,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,148,김민정,,,,,,,
SSU000149,,PT0895-유광원형스티커_투명_000-1,판매가능,윤지수,정보 최초 입력,"클래시 차량용 방향제, 유니크 디퓨저, 포켓 마켓백, 리마커블 칫솔살균기","CCAF, UNDF, PKMK, RMKB",2023.5.30 4:56오후,,2023.5.30,2026.9.3,rec8KrF8f9zCLjGs8,rec8KrF8f9zCLjGs8,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec8KrF8f9zCLjGs8,149,윤지수,PT0895-유광원형스티커_투명_000-1,,신시어리,,,Package Parts,
SSU000150,,PT0901-뮤지엄머그_화이트,품절예정,안다정,정보 최초 입력,뮤지엄 머그,MMUG,2023.5.30 4:56오후,2023.8.31 3:56오후,2023.5.30,2023.8.30,recOjmlu8C4S06TJ9,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recOjmlu8C4S06TJ9,150,안다정,PT0901-뮤지엄머그_화이트,,신시어리,,,Product Parts,
SSU000151,,,품절예정,안다정,정보 최초 입력,,,2023.5.30 4:56오후,2023.9.15 1:20오후,2023.5.30,2023.9.14,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,151,안다정,,,,,,,
SSU000152,,,일시품절,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2023.6.22 3:31오후,2023.5.30,2023.6.21,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,152,김민지,,,,,,,
SSU000153,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2024.8.23 9:24오전,2023.5.30,2024.8.22,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,153,김민지,,,,,,,
SSU000154,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2025.2.11 2:05오후,2023.5.30,2025.2.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,154,김민지,,,,,,,
SSU000155,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2025.2.11 2:07오후,2023.5.30,2025.2.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,155,김민지,,,,,,,
SSU000156,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2025.2.11 2:07오후,2023.5.30,2025.2.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,156,김민지,,,,,,,
SSU000157,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2025.2.11 2:05오후,2023.5.30,2025.2.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,157,김민지,,,,,,,
SSU000158,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2025.2.11 2:07오후,2023.5.30,2025.2.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,158,김민지,,,,,,,
SSU000159,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2023.12.11 10:38오전,2023.5.30,2023.12.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,159,김민지,,,,,,,
SSU000160,,,판매가능,김민지,정보 최초 입력,,,2023.5.30 4:56오후,2025.2.11 2:05오후,2023.5.30,2025.2.10,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,160,김민지,,,,,,,
SSU000161,,PT0944-단품박스(스탠다드)_웜그레이_000-25,판매가능,,정보 최초 입력,"데스크테리어 매트, 오피스 마우스패드","DSKT, OFMP",2023.5.30 4:56오후,,2023.5.30,2026.9.3,recdVqe6cIetlaAjP,recdVqe6cIetlaAjP,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recdVqe6cIetlaAjP,161,,PT0944-단품박스(스탠다드)_웜그레이_000-25,,신시어리,,,Package Parts,
SSU000162,,PT0945-단품박스(스탠다드)_웜그레이_000-26,판매가능,,정보 최초 입력,데스크테리어 매트,DSKT,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recuh0AclVZRWOkGw,recuh0AclVZRWOkGw,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recuh0AclVZRWOkGw,162,,PT0945-단품박스(스탠다드)_웜그레이_000-26,,신시어리,,,Package Parts,
SSU000163,,PT0947-씬페이퍼봉투_화이트_100-4,판매가능,,정보 최초 입력,"내추럴 노트, 밸류보드 다이어리","NTRN, VABD",2023.5.30 4:56오후,,2023.5.30,2026.9.3,recTmnOKr2xILnnsh,recTmnOKr2xILnnsh,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recTmnOKr2xILnnsh,163,,PT0947-씬페이퍼봉투_화이트_100-4,,신시어리,,,Package Parts,
SSU000164,,PT0948-씬페이퍼봉투_화이트_100-2,판매가능,,정보 최초 입력,리유저블 캘린더,RUCD,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recodxXY1QTjJbVJE,recodxXY1QTjJbVJE,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recodxXY1QTjJbVJE,164,,PT0948-씬페이퍼봉투_화이트_100-2,,신시어리,,,Package Parts,
SSU000165,,,판매가능,,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,reclC3XFArpUZ8WfJ,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,165,,,,,,,,
SSU000166,,,판매가능,,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recS0C6G0Umwc5ZPz,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,166,,,,,,,,
SSU000167,,,판매가능,,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recJBzxyNajHmZdAK,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,167,,,,,,,,
SSU000168,,PT0988-실버팩_200-1,판매가능,김민정,정보 최초 입력,"밸류보드 다이어리, 실버팩, 그래픽 에코백","VABD, SLVP, GPEB",2023.5.30 4:56오후,,2023.5.30,2026.9.3,recpIBGLMpObxPZQw,recpIBGLMpObxPZQw,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recpIBGLMpObxPZQw,168,김민정,PT0988-실버팩_200-1,,신시어리,,,Package Parts,
SSU000169,,PT0989-펠트봉투_화이트_100-1,판매가능,정승윤,정보 최초 입력,버티컬 무선충전패드,VWPD,2023.5.30 4:56오후,,2023.5.30,2026.9.3,recfv3RzBaM6T4XGJ,recfv3RzBaM6T4XGJ,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recfv3RzBaM6T4XGJ,169,정승윤,PT0989-펠트봉투_화이트_100-1,,신시어리,,,Package Parts,
SSU000170,,,판매가능,,정보 최초 입력,,,2023.5.30 4:56오후,2023.6.2 4:16오후,2023.5.30,2023.6.1,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,170,,,,,,,,
SSU000171,,,제품 철수(졸업),,정보 최초 입력,,,2023.5.30 4:56오후,,2023.5.30,2026.9.3,,recErHtkcTVwZESkt,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,171,,,,,,,,
