movement_id,이슈카테고리,입하예정일,실제입하일,프로젝트_발주자,출하장소,project_name,item (통합) (from order),이동수량_예정,입하수량,검수수량,불량수량_샘플링검수,재제작/추가제작,운영이슈내용(by물류),운영이슈개선여부,운영이슈개선방안_SCM,수량이슈내용,수량이슈대응방안_SCM,품질이슈내용구분,품질이슈대응필요여부,품질이슈내용,품질등급최초판정,품질등급의견_SCM,품질등급의견판단사유_SCM,품질이슈대응방안_SCM,이슈발생_Report,대표품목 계정구분 (from task)
MM00156664,품질이슈,2025.9.2,2025.9.1,육승미,서울디지털인쇄협동조합,PNA35221-한국토지주택공사,사각스티커(L),472,472,472,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"같은 페이지 내 색단차 발생 이슈인데요.
색상차가 많고 색상톤도 3가지 이상 정도로 보입니다.
다행히 여유수량이 117장 들어왔고 118장이 이슈로 보여 우선 b급 입고처리하나 협력사와 논의 필요 해 보입니다.(금일 입고 건 모두 색상단차 있음)",C급,B급,"협력사에서도 해당 이슈 인지하고 있어 여유 수량 넉넉히 전달 중입니다.
내부적으로도 이슈 개선될 수 있도록 조치 취하겠습니다!
아직까진 c급은 여분으로 대체 or b급정도의 색상차 정상입고로 확인하였습니다. ",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recpjD4Rp5QvZJN5W,8.수익
MM00157131,품질이슈,2025.9.2,2025.9.2,육승미,서울디지털인쇄협동조합,PNA34663-굿피플인터내셔널,사각스티커(L),236,236,236,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"색상단차 이슈이며, 한국토지주택공사 건으로 협력사에 원인 체크 해 주신 내용 확인하였어요.
현재로서는 기기 문제 개선이 불가한 부분 인지하였고, 서디협에서 말씀 주신 여유수량으로 보충하는 것에 이견없습니다.
다만, 여유수량 비율에 대해서는 보다 명확한 협의가 있었으면합니다. 색상차가 큰 건의 경우 한판에서 한 쪽 라인의 것은 사용할 수 없는 경우가 있기 때문인데요. 
그런 경우 20프로 이상의 여유수량이 필요 할 수도 있어 넉넉히 보충되면 좋을 것 같습니다. 임가공 파트에도 해당 건들은 비슷한 색상으로 선별하여 진행 해 주십사 요청 드려 놓았습니다. 🙂
위 건은 여유수량에 대한 의견 공유차 설정하였고, 여유수량 36장으로 정상입고 처리 하겠습니다.",B급,B급,"신시어리 10% 추가 발주, 서디협 10% 이상 여분 요청으로 20% 이상 입고되도록 조율하겠습니다 :)
",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recSHIYfKReqGZ5ym,8.수익
MM00157189,품질이슈,2025.9.2,2025.9.2,김민지,신명인쇄,PNA35394-에이블피엔디,"레디고런치박스_투명캡, 레디고런치박스_투명캡, 실크",153,153,45,,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 불필요(공유 리포팅),"검수수량의 70프로 이상 지문자국이 있습니다.
타올로 지워지기는하나 모든 수량을 닦아 입하하거나 임가공하기는 어려워 협력사와의 논의도 필요 해 보입니다.
닦으면 충분히 닦이는 정도라  생산완료 후 한번씩 닦아서 출고 부탁드리면 어떨까하는 의견입니다.😅
b급으로 입고 처리하며 공유 차  이슈 설정합니다.",B급,B급,신명에서 출고시 지문자국 지워서 출고 가능할지 확인 하겠습니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recFPIVoQmlMpYASM,8.수익
MM00154256,품질이슈,2025.9.1,2025.9.1,김민지,(주)아이아트텍스,PNA35188-국가기록원,"액티브스포츠타월(원단), 이염방지페이퍼(스포츠타월), 액티브스포츠타월, 전사, 타월스트랩(커스텀인쇄), 전사, 샘플(전사), 샘플(전사)",152,153,1,,,,,,,,시안 (색상 일치도),대응 필요,"시안대비 두 색상 단차가 큰 것 같습니다.
트랙 부분 색상도 시안보다 노란빛이 크게 도는 것 같아 입고여부 확인 부탁드립니다.(사진보다 실물이 훨씬 노란빛이 돕니다)",C급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recN1API71supkDJd,5.상품
MM00155405,품질이슈,2025.9.1,2025.8.27,이난영,(주)청산인쇄,PNA35344-디센트법률사무소,매뉴얼,348,348,348,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"세가지 색상 톤으로 입고 되어 분류 후 가장 유사한 색상으로 입고처리 하였습니다. 여유수량 넉넉하여 수량상이슈 없고 공유 차 이슈설정하며, 추후 해당 사항에 대한 이슈는 공유에서 제외 하겠습니다.",B급,B급,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reclij3Vb7Ap7oNku,8.수익
MM00155293,품질이슈,2025.8.29,2025.8.29,육승미,디지탈준,PNA34844-랄랄라,"주의사항표기서(전용), 어텐션스포츠보틀, 어텐션스포츠보틀, UV, 단품박스",101,101,10,10,,,,,,,,대응 불필요(공유 리포팅),"시안상 오버랩 되는 부분입니다
시안자체가 딱 맞게 구현되기는 어려워 보이고 제품가이드에도 있는 내용이라 b급으로 정상입고 처리하며 공유차 이슈설정합니다. 추가로 확인이 필요한 부분 있으시면 의견 남겨 주세요.
",B급,B급,"의견 주신 것처럼 고객 안내사항에 기재되어있는 내용으로 B급 입고하겠습니다.

샘플과 같이 소량의 경우 신경써서 최대한 맞출 수 있으나, 본제작의 경우 일일이 맞추는 것이 어려울 것으로 예상합니다. 다만 샘플프로젝트 건은 잘 맞게 구현되었어서 샘플-본제작 간 퀄리티 오해 방지를 위해 CX파트에 미리 공유하여 고객 안내할 수 있도록 하겠습니다 :) ",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recjLnf8IOSJXqGmJ,8.수익
MM00155980,품질이슈,2025.8.28,2025.8.27,육승미,서울디지털인쇄협동조합,PNA35461-삼성E&A,사각스티커,132,132,132,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"2묶음으로 입하 되었는데 색상톤이 달라 전수 진행하였고 2가지 톤으로 구분됩니다.
하지만 차이가 눈에 뜨게 크지 않아 b급으로 입고처리하며 공유차 이슈 설정합니다.",B급,B급,"로트 차이로 인해 색감 차이 발생한 점 확인하였습니다. 
해당 건은 큰 차이 없어 B급으로 입고하신 점도 확인하였습니다. 감사합니다
완벽한 개선은 불가할 듯 하나, 최대한 차이 없게 구현되도록 협력사에 내용 전달하겠습니다!",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec1EuPdmCke2QoIJ,8.수익
MM00156464,품질이슈,2025.8.28,2025.8.28,육승미,서울디지털인쇄협동조합,PNA34775-오송첨단의료산업진흥재단,사각스티커,120,120,120,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),"같은 페이지(?)의 생산 건에서 색상 차이가 있습니다. 다만 색상차가 크지 않아 정상 입고처리 하였으며, 금일 입고 된 스티커들이 전반적으로 그런 현상들이 있어 공유차 이슈 설정합니다.",B급,B급,"협력사에 개선 가능 여부 문의 드리겠습니다. 
색상 차이 심하지 않아 이번 건은 B급 입고 가능한 점 확인하였습니다!",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recLG8729n1ydGYf0,8.수익
MM00153904,품질이슈,2025.8.27,2025.8.28,이난영,(주)청산인쇄,PNA35157-뷰키코리아,"에디트캘린더_삼각대, 에디트캘린더, 에디트캘린더_커버, 색박(음각), 색박(음각), 에디트캘린더_내지(커스텀인쇄), 색박(음각), OPP",1010,1010,25,5,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"6월과 8월에 잘못 인쇄 된 것이 발견되어 4박스에서 25개 검수 해 보니 5개 발견되었습니다.
+ opp를 벗기면 다시 사용이 어려워져 더이상 진행하지 않았습니다.",C급,B급,판에 생긴 딱지로 생각됩니다. 일부 제품에서만 발생하는 현상으로 여분까지 전량 출고하고 납품 후 대응하겠습니다.,"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recMsQbutTX6eHYIm,5.상품
MM00153676,품질이슈,2025.8.26,2025.8.20,김하은,이지굿스,PNA34813-국립아시아문화전당재단,"홀리데이네임택, 홀리데이네임택, 디지털인쇄",104,104,1,,,,,,,,시안 (색상 일치도),대응 필요,"블랙이 아주 흐리게 인쇄 되었습니다.
재질특성상 흐리게 구현되는 것을 감안하더라도 블랙으로 인쇄되었다고 보기는 어려워 실물로 확인 부탁드립니다.
사진이 실물보다 진하게 나오네요 🥲",C급,B급,소량 디지털인쇄 특성상 쨍한 블랙 색상은 구현이 어려운 부분이라 재제작해도 개선이 어려운 것으로 확인되어 B급 입고하겠습니다. (CX담당자에게도 공유 완료),"""납품후,후속대응""",https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recPdppurvK4Yiw58,5.상품
MM00153907,품질이슈,2025.8.26,2025.8.25,이난영,주식회사 모아패키지,PNA31190-25년8월_재고생산,골지트레이박스,2086,2086,,,,,,,,,기타,,"곰팡이오염 및 냄새 
ㄴ 여유분으로 해결됨",,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recfxVkpkjF8ibQDh,5.상품
MM00155317,품질이슈,2025.8.26,2025.8.27,육승미,서울디지털인쇄협동조합,PNA35029-티움,브랜딩택,1300,1300,160,,,,,,,,시안 (시안 일치도),대응 불필요(공유 리포팅),"전체적으로 타공위치가 좌측으로 치우쳐 있습니다.
택종류는 타공 위치 쏠림이 임가공 시 크게 눈에 띄지 않지만 브랜디드타월의 경우 택이 제품 전면 가운데에 위치하고 있어 다른 택보다는 보수적으로 검수가 필요 할 듯 하여 이슈설정합니다.
본 프로젝트의 오차까지는 괜찮을 것 같다는 임가공팀장님 의견 확인 후 b급 처리하며 생산시도 참고 부탁드립니다.🙏",B급,A급,"해당 시안은 회색 테두리가 있어 유독 쏠려 보일 수 있는 점 체크파이널 시 확인하여 고객 안내 된 내용으로 정상 입고 부탁드립니다.

브랜디드타월의 경우 중앙 정렬이 다른 타공옵션 제품보다 눈에 띄어 유의해야 하는 점 인지하였습니다. 체크파이널 / 발주 시 해당 내용 검토하겠습니다 :) 상세하게 공유해주셔서 감사합니다!",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recU92GWavKPLzbG6,8.수익
MM00155373,품질이슈,2025.8.26,2025.8.21,육승미,서울디지털인쇄협동조합,PNA34484-엠아이큐브솔루션,사각스티커,220,220,220,,,,,,,,기타,대응 필요,"칼선이 재단이 되어있지 않아 스티커가 떼어지지 않습니다.
금일 임가공 중 발견되었으며 13일 출고예정입니다.",C급,C급,"재제작 건 내일 오전 입고 예정입니다.
재제작 mm 생성 후 공유드리겠습니다. ",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec9j4YAxE50uudN5,8.수익
MM00155832,품질이슈,2025.8.26,2025.8.26,김민지,신명인쇄,PNA33837-아이티존솔루션(아이스크림미디어),"레디고런치박스_투명캡, 레디고런치박스_투명캡, 실크",182,182,1,,,,,,,,시안 (색상 일치도),대응 불필요(공유 리포팅),시안은 172c이나 173c와 동일색상으로 인쇄되었고 오차범위 내로 b급 입고처리합니다. 공유 차 이슈설정합니다.,B급,B급,,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recQjKzVA1XwrOEiy,8.수익
MM00153681,품질이슈,2025.8.25,2025.8.25,김민지,주식회사 세라노,PNA34813-국립아시아문화전당재단,"스타일수면안대, 스타일수면안대, 패브릭디지털",90,90,103,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"상하 중앙 정렬이 맞지 않는 불량 13개,
좌우 기울기가 눈에 띄게 한쪽으로 쏠린 불량 10개입니다.
상하 중앙 정렬의 경우 콧등 박음질에 동그라미 로고가 씹히거나 근접한 것들을 c급 처리 하였습니다.",C급,C급,13개 c급으로 판단되어 재제작합니다.,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recdUFbykv9ARdU7G,5.상품
MM00153975,품질이슈,2025.8.25,2025.8.18,김민지,(주)아이아트텍스,PNA35237-에이치아이여성의원,"액티브스포츠타월(원단), 액티브스포츠타월, 이염방지페이퍼(스포츠타월), 전사, 타월스트랩(커스텀인쇄), 전사",101,101,30,4,,,,,,,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"101개 입하 수량 중 30개 검수 진행하였으며,
뒷면에 오염, 이염 등이 발견되어 c급 처리하였습니다.
*불량수량 : 4ea",C급,C급,뒷면 이염 및 초크자국 지우지 않은채 배송되어 전량 회수 후 검수 및 재제작,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec0m22gtWQ47x0Ub,5.상품
MM00153282,품질이슈,2025.8.22,2025.8.12,김민지,개미기획,PNA34765-연세의료원,"모바일오피스파우치, 실크, 모바일오피스파우치",101,101,101,,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 불필요(공유 리포팅),"임가공 중 본품 하단 원단 까짐 이슈 발견되어 여유수량 없이 정수량 100개만 출고 예정입니다.
-입하수량 : 101ea
내용 공유 차 이슈 설정합니다.",C급,C급,1개 빼고 입고 부탁드립니다. 인쇄 비용은 청구될 예정으로 1개 증빙하여 폐기 필요합니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reciRRqp7OiIlevWw,8.수익
MM00154713,품질이슈,2025.8.22,2025.8.25,정승윤,신시어리웨일즈 주식회사,PNA35178-앤서스랩코리아,"UV, UV, 밸류무선충전마우스패드",101,102,1,,,,,,,,시안 (색상 일치도),대응 필요,4회 분 색상이 더 적합한 듯 하나. 텍스트 상단에 흰색이 노출되어 조정이 필요 해 보입니다.,C급,C급,시안 수정하여 재작업 후 재전달 예정,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recxJ0ggFy9NnCal1,"8.수익,8.수익"
MM00155589,품질이슈,2025.8.22,2025.8.21,육승미,서울디지털인쇄협동조합,PNA35066-동아대학교,사각스티커(판매용),60,60,1,,,,,,,,기타,대응 필요,"시안상의 이슈는 아니나 문의처의 신시어리 주소 확인부탁드립니다.
ask@sincerely.one이 아닌 sincere-ly.one로 대쉬바가 있어 오타가 아닌지 확인 부탁드립니다.
판매용이라 확인 필요 해 보이네요.🙂",,A급,"정상인 점 발주디자인팀 통해 확인하였습니다.
줄바꿈 시 자동으로 붙는 것으로, 추후에도 정상으로 확인 부탁드립니다 :)",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rechIJ2MH2UhZ5CaA,8.수익
MM00152808,품질이슈,2025.8.21,2025.8.14,이난영,(주)청산인쇄,PNA34585-고대구로병원,매뉴얼,350,350,100,100,,,,,,,시안 (색상 일치도),이슈 진위여부 확인 필요,시안상 같은 색상으로 인지되나 별색인쇄 유무로 인해 디퓨저슬리브와 색감 차이 강하게 발생. 사전 고객께 안내된 부분일지 확인요망,C급,B급,발주단계에서 사양 다른것 확인하고 발주 했습니다. 슬리브는 별색 진행 디퓨저는 4도인쇄입니다,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recxoJfreYyEHqazh,8.수익
MM00152814,품질이슈,2025.8.21,2025.8.14,이난영,(주)청산인쇄,PNA34585-고대구로병원,"슬리브, 슬리브",130,130,60,60,,,,,,,시안 (색상 일치도),대응 필요,"시안 내에서 배경색의 단차가 발생
시안 상에서 좌측부가 생산시 일제히 색이 다소 돌아간 것으로 보입니다.
임가공 했을때 연결성이 적어 티는 조금 덜 날 것으로 보입니다.",C급,B급,정상 입고 처리부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recEybGRxm7BdQfyc,5.상품
MM00152822,품질이슈,2025.8.21,2025.8.21,김민지,(주)승화파트너스,PNA34530-지학사,"비치타월, 비치타월_원단, 전사, 샘플(단면인쇄)",323,323,30,30,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"동일 위치에 인쇄 이슈가 있습니다.
인쇄작업 시 기계상의 문제일 수도 있을 것 같아 실물 확인 부탁드립니다.
내일 출고 건이라 빠른확인 부탁드립니다.

",C급,A급,시안에 있는대로 구현된 것 확인했습니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec1GHuh6XxNGIpHV,"5.상품,8.수익"
MM00154459,품질이슈,2025.8.21,2025.8.19,정승윤,신시어리웨일즈 주식회사,PNA35039-LG전자,"스펙트럼컬러펜(블랙잉크), UV",151,154,1,,,,,,,,시안 (시안 일치도),대응 필요,로고 외곽 부분에 검정과 빨강 색상이 고르게 분포되지않아 텍스트가 선명하게 구현되지 않아 이슈 설정합니다,C급,C급,추가 샘플 전달 예정,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec07ZgI2z6HSXrGZ,8.수익
MM00154748,품질이슈,2025.8.21,2025.8.21,김민정,주식회사 에벤에셀기업,PNA35213-한국전력공사,"스탠리데일리텀블러, 스탠리데일리텀블러, 주의사항표기서, 레이저각인",30,32,32,,,,,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"발주수량 32개
입고수량 32개
금일 입고 분 전량 지문이나 얼룩 등으로 보수 필요하여 진행함.

-기스범위가 넓고 지워지지 않는 눈에띄는 오염 등으로 c급처리 3개(사진순서대로 123)
-얼룩이나 작은 기스 등으로 b급으로 입고처리 16개
-지문이나 얼룩 등 보수하여 a급으로 입고처리 13개
정수량 대비 1개 부족합니다.",C급,C급,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recYadccZqVQfILCa,8.수익
